Text,Label
ಬ್ರೋ ನೀವು ವಾಯಿಸ್ ಕನ್ನಡ ಕೊಡಿ ಕಂಡಿತಾ ವಾಗಿ ನಿಮ್ಮಿಗೆ ಹೆಚ್ಚು ಸಪೋರ್ಟ್ ಸಿಗುತ್ತದೆ 😊,Positive
"ವಿಕಿಪೀಡಿಯಡ್  ತುಳು ಸೇರ್‌ದ್ ಇನಿಕ್ 5 ವರ್ಸ ಆಂಡ್.
ವಿಕಿಪೀಡಿಯಗ್ ಸೇರಿನ ಭಾರತೊದ 23ನೇ ಬಾಸೆ ನಮ್ಮ ತುಳುಬಾಸೆ.
#KooInTulu ",Neutral
ಎನಡ  extra  pukli ಈಜಿಿ ಮರೆ,Neutral
Congrats to you all,Not Tulu
Super concept  swami ajja nambunade embu koripinar,Positive
HPpy birthday all 🎉🎉🎉,Not Tulu
"ಸೂಪರ್ ರಕ್ಷಣ್ , ಉತ್ಸವ್ & ಜೀತು ಅಣ್ಣ  All da Best",Mixed
Uuuu super  comedy,Positive
who came here to read comments..,Not Tulu
"RT @TaulavaSpeaks: Where are we heading?! 
ಊರ್ದ ಪುದರ್ನ್ ನಮನೆ ಬೊಡಿದ್ಂದಲೆ ಪಗತ್ದ್, ಎಲ್ಲೆ ನಮ್ಮ ಜೋಕುಲೆಗ್ "" ಎಲ್ಲಿ ಉಂಟಾ ನಿನ್ನ ತುಳುನಾಡು? ಎಲ್ಲಾ ಊರು…",Negative
"""Pukuli maya in Udupi/Mangaluru means """"Ass Vanished""""""",Not Tulu
"Nayi ondu saku prani, nayige 4 kalu irutade ,nayige 1 bala irutade awsm yar",Positive
"ತುಳು ಬರವುಮಾಲೆದ 19ನೇ ಅಚ್ಚರ: aḥ, ಅಃ, അഃ

#TuluBaravu
#ReviveTuluScript ",Neutral
super dailog full movie upload malpule,Positive
"Vrgafhootada 2 ladai bhoota nakulu,ismael bhai arda mande bechadu katil patter",Mixed
ಸೂಪರ್ ಪ್ರೋಗ್ರಾಮ್ ತೆಲ್ತ್ ತೆಲ್ತ್ ಸಾಕಾದ್ ಪೋಂಡ್,Positive
My favourite song of shiva god 👌👌👌👌👌👌👌👌❤❤❤❤❤❤❤❤❤❤❤❤❤❤🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,Not Tulu
"18 ಕೆದು, 18 ಜೈನ ಬಸ್ತಿಲು, 18 ದೇವಲ್ಯೊಲು ಅಂಚೆನೇ ಬೇತೆ ಬೇತೆ ಗ್ರಾಮೊಲೆನ್ ಜೋಡಾವುನ18 ಸಾದಿಲು ಬೆದ್ರಡ್ ಉಲ್ಲ
#ನಮ್ಮ_ಊರು
#KooInTulu ",Neutral
Super. tulu programd jasthi tulune galasale .jai tulunad,Positive
"Niklena e karyakrama posa posa prathibhen pidhayi kanapunanchina onji vedhike avad.best of luck..""",Positive
ಇನಿ ಅಂತರಾಷ್ಟ್ರೀಯ ಪ್ಲಾಸ್ಟಿಕ್ ಬ್ಯಾಗ್ ಮುಕ್ತ ದಿನೊ #KooInTulu,Neutral
"""Kaake da baarish...",Neutral
"ತುಲು ಬರವು ಅಭಿಯಾನ

#WorldTuluScriptDay
#VishwaTuluBaravuDino

#TuluScript #TuluLipi #TuluBaravu #TuluBarahu #Tulu #Tulunad #JaiTulunad
#TuluScriptNameBoard ",Neutral
Baari Shok da Nataka..  Super acting,Positive
I namma tulunadg press ayar I love you baletelipale I love you dipak,Positive
deepakeren thunagane thelike barpundu,Positive
@shaileshacharya5759   Dheeraj Rai sampaje,Not Tulu
Sule balla nikleg byarilena thamase manpuvara,Negative
Att bodpad panorchi marre sawyy,Mixed
Bari porluda yakshagana sir,Positive
ಅಯ್ಯೋ ಪ್ರಾರಾಬ್ಧವೇ.... ಅಕಟಕಟಾ...,Not Tulu
ದಾದನೇ ಆವಡ್ ನಮ್ಮ ಕೋಲಿನ ಪಿಲಿನಲಿಕೆ ಸೂಪರ್,Positive
super act malder Dubai d,Not Tulu
Super super super kudlada thuluver.,Positive
ಬಾರಿ ಪೋರ್ಲಾತ್ಂಡ್...... ಕುಂಜನ ಕುಸಲ್ superb...........  totally entertaining package..,Positive
full movie upload Manpule,Neutral
Full nataka send madi,Not Tulu
"onji churula yedde aathiji,topik apagapaga change avondu ithnd,parake sandayilekka aathnd",Negative
Suruuu Nik Shaale yapa start pan,Neutral
"""punches da timing perfect ethnd.... great show. best of luck",Positive
But still we wanted Santhu 🤪🤪,Not Tulu
Gaana bhat is one of the most best actor  🙏🥰,Not Tulu
Nobody can be like DEEPAK#RAI#PANAJE,Not Tulu
"""Aw quarter att, photo 😂""",Neutral
Ayna sonta G onji darple😂,Negative
Meksam dai ko real fan le🤚🏻🤚🏻 haat uthau ta,Not Tulu
Aistu chenagero song ge dislike koteroru murkaru,Not Tulu
enjoy enjaami  tulu cover  manpulea,Mixed
Bari Kushi aand kenudu,Positive
"#ತುಲು ""ಪಾಡ್ದನದ ಪೊರ್ಲು ತಿರ್ಲ್"" ಎಸಲ್ 2

#tulurajya  #TuluOfficialinKA_KL  #deyibaidethi #JaiTulunad ",Neutral
Jai Tulunad #Bantwala,Positive
RT @Mahimulki: ಗುಳಿಗೆ ತೂವೊನಡ್.,Neutral
Damanne junior kapikad sir.....👌👌👌,Neutral
Embena maya aathina pukulin olu nadunu marre..🤣😂🤦‍♂️,Neutral
Paternaga poadyare balli,Mixed
Super athnd bavya and team,Positive
Namma Belman ... Karlag kaythal.. 😍😍,Neutral
Super super. Bhagavatike Englishnu super,Not Tulu
Yenchi  karmada  comedic...,Negative
20:50 santu g kannadakka undund gottand,Neutral
Baari porlu athnd️,Positive
Coor jasti over acting aan,Negative
Yaan kelav sala ancha utla type malpuve 👊🏽,Neutral
"ದೇವರತಿ, ನಾಗರತಿ, ಚಾರುರತಿ, ಮಂದರತಿ ಬೊಕ್ಕ ನೀಲರತಿ ಪನ್ಪುನ ಐನ್ ಸರ್ಪೊಲೆಡ್ “ಮಂದರತಿ’ ಪನ್ಪುನ ಸರ್ಪಗ್ ಸೇರಿನ ಜಾಗನೇ ಮಂದಾರ್ತಿ. ಅಪ್ಪೆ ಶ್ರೀ ದುರ್ಗಾಪರಮೇಶ್ವರಿ ಈ ಜಾಗೆಡ್ ಅನ್ನಪೂರ್ಣೇಶ್ವರಿಯಾದ್ ನಿಲೆ ಉಂತ್‌ದ್ ನಂಬಿ ಜನಮಾನಿಲೆನ್ ಕಾತೊಂದುಲ್ಲೆರ್.
#ಮಾರ್ನೆಮಿ ",Neutral
Always fvrt sng😍,Not Tulu
Super prashamsha comedy,Positive
and coolie no 1,Not Tulu
Rakshi ..aa bangudes onji thund pucche patthond balthdnd...fry maldyna😂,Neutral
"Enchina a avaste marree ck or attavar,  edde comedy show",Positive
Corona apaga itthnda 😂😂 Corona suvarna,Neutral
Nishith🔥🔥 perfect acting 😀😀😀 nice story welll done guyss 👏👏👏👏👏,Not Tulu
ov nataka full ejja,Neutral
Pukuli maya and ge ayana,Neutral
